game,combination,draw_date,jackpot_php,winners
4D Lotto,0-6-8-0,2/4/2019,119828.00,7
4D Lotto,6-0-7-9,2/6/2019,62063.00,13
4D Lotto,1-6-7-1,2/8/2019,43436.00,19
4D Lotto,9-7-3-7,2/11/2019,12135.00,69
4D Lotto,0-4-7-3,2/13/2019,24373.00,32
4D Lotto,0-5-8-4,2/15/2019,84719.00,10
4D Lotto,8-0-8-8,2/18/2019,17837.00,31
4D Lotto,9-7-6-1,2/20/2019,96376.00,8
4D Lotto,6-2-2-8,2/22/2019,10000.00,31
4D Lotto,1-2-1-5,2/25/2019,10000.00,89
4D Lotto,4-1-5-9,2/27/2019,45477.00,14
4D Lotto,3-0-0-1,3/1/2019,10000.00,60
4D Lotto,6-8-4-7,3/4/2019,49682.00,14
4D Lotto,7-1-8-3,3/6/2019,51005.00,16
4D Lotto,1-4-2-7,3/8/2019,10000.00,103
4D Lotto,2-9-9-1,3/11/2019,56532.00,14
4D Lotto,6-7-8-1,3/13/2019,58532.00,12
4D Lotto,4-5-0-3,3/15/2019,48439.00,14
4D Lotto,9-4-8-4,3/18/2019,51330.00,15
4D Lotto,9-9-8-7,3/20/2019,29023.00,23
4D Lotto,5-6-8-9,3/22/2019,24394.00,29
4D Lotto,2-1-5-0,3/25/2019,10000.00,71
4D Lotto,0-5-5-8,3/27/2019,35409.00,17
4D Lotto,9-5-2-6,3/29/2019,22556.00,21
4D Lotto,4-6-6-0,4/1/2019,17212.00,38
4D Lotto,1-6-4-7,4/3/2019,22483.00,28
4D Lotto,3-7-3-7,4/5/2019,23372.00,32
4D Lotto,1-8-9-3,4/8/2019,39646.00,20
4D Lotto,4-4-6-9,4/10/2019,37393.00,18
4D Lotto,9-0-6-3,4/12/2019,41694.00,17
4D Lotto,2-5-6-9,4/15/2019,33225.00,20
4D Lotto,8-1-2-7,4/17/2019,17599.00,15
4D Lotto,2-3-4-5,4/22/2019,28126.00,23
4D Lotto,1-9-9-6,4/24/2019,18671.00,39
4D Lotto,1-0-9-9,4/26/2019,22064.00,32
4D Lotto,4-3-8-5,4/29/2019,124488.00,6
4D Lotto,0-5-4-9,5/1/2019,23715.00,23
4D Lotto,9-8-0-7,5/3/2019,42484.00,16
4D Lotto,3-7-6-8,5/6/2019,58376.00,11
4D Lotto,0-1-3-0,5/8/2019,10000.00,54
4D Lotto,4-2-9-3,5/10/2019,136438.00,6
4D Lotto,4-6-1-0,5/13/2019,10000.00,39
4D Lotto,6-6-1-0,5/15/2019,10000.00,57
4D Lotto,8-6-2-4,5/17/2019,42491.00,11
4D Lotto,5-8-9-2,5/20/2019,39608.00,18
4D Lotto,8-0-9-4,5/22/2019,181083.00,4
4D Lotto,6-1-3-4,5/24/2019,69429.00,10
4D Lotto,8-1-1-4,5/27/2019,25924.00,19
4D Lotto,7-1-3-1,5/29/2019,36928.00,11
4D Lotto,6-3-7-1,5/31/2019,10000.00,83
4D Lotto,7-2-4-3,6/3/2019,37774.00,20
4D Lotto,0-7-0-7,6/5/2019,19272.00,32
4D Lotto,4-6-3-5,6/7/2019,71376.00,10
4D Lotto,6-3-9-0,6/10/2019,52236.00,15
4D Lotto,0-8-8-9,6/12/2019,71305.00,8
4D Lotto,7-2-5-0,6/14/2019,41679.00,15
4D Lotto,0-1-6-7,6/17/2019,46573.00,14
4D Lotto,2-3-7-3,6/19/2019,20685.00,34
4D Lotto,5-8-2-5,6/21/2019,10000.00,73
4D Lotto,9-3-1-0,6/24/2019,24305.00,12
4D Lotto,3-4-3-6,6/26/2019,37922.00,18
4D Lotto,4-4-0-4,6/28/2019,25877.00,25
4D Lotto,3-1-6-6,7/1/2019,69788.00,10
4D Lotto,4-6-5-9,7/3/2019,28203.00,22
4D Lotto,2-4-6-2,7/5/2019,33418.00,22
4D Lotto,9-7-7-8,7/8/2019,33844.00,18
4D Lotto,7-8-9-3,7/10/2019,38583.00,21
4D Lotto,4-4-1-8,7/12/2019,31494.00,11
4D Lotto,7-2-0-6,7/15/2019,55878.00,11
4D Lotto,0-2-8-4,7/17/2019,53224.00,14
4D Lotto,1-0-2-8,7/19/2019,10000.00,146
4D Lotto,8-1-8-9,7/22/2019,28237.00,23
4D Lotto,6-1-8-6,7/24/2019,141970.00,5
4D Lotto,9-9-9-9,7/26/2019,10000.00,139
4D Lotto,1-0-6-2,7/29/2019,0.00,0
4D Lotto,0-1-6-5,7/31/2019,40479.00,12
4D Lotto,6-9-8-9,8/2/2019,67788.00,11
4D Lotto,0-2-9-2,8/5/2019,72724.00,12
4D Lotto,2-4-4-2,8/7/2019,21275.00,42
4D Lotto,0-8-1-1,8/9/2019,10000.00,246
4D Lotto,2-0-8-1,8/12/2019,20089.00,36
4D Lotto,0-3-2-1,8/14/2019,12525.00,43
4D Lotto,6-2-3-6,8/16/2019,69249.00,13
4D Lotto,7-0-4-3,8/19/2019,61207.00,15
4D Lotto,1-2-8-5,8/21/2019,38488.00,22
4D Lotto,1-5-0-7,8/23/2019,19286.00,42
4D Lotto,8-9-0-6,8/26/2019,32728.00,19
4D Lotto,3-3-0-3,8/28/2019,33530.00,23
4D Lotto,2-9-7-2,8/30/2019,13126.00,51
4D Lotto,6-6-4-7,9/2/2019,63572.00,12
4D Lotto,4-9-8-6,9/4/2019,53449.00,14
4D Lotto,8-2-3-0,9/6/2019,23845.00,20
4D Lotto,9-7-1-5,9/9/2019,33951.00,14
4D Lotto,7-7-2-7,9/11/2019,10000.00,39
4D Lotto,1-0-5-2,9/13/2019,12654.00,66
4D Lotto,6-2-1-7,9/16/2019,10000.00,52
4D Lotto,9-6-5-7,9/18/2019,42509.00,17
4D Lotto,1-9-9-6,9/20/2019,12823.00,69
4D Lotto,1-2-1-9,9/23/2019,10000.00,128
4D Lotto,9-1-6-8,9/25/2019,21313.00,27
4D Lotto,5-8-2-5,9/27/2019,10295.00,38
4D Lotto,0-8-0-0,9/30/2019,51992.00,12
4D Lotto,7-6-9-5,10/2/2019,114590.00,7
4D Lotto,7-0-6-1,10/4/2019,31412.00,24
4D Lotto,2-5-6-6,10/7/2019,25323.00,31
4D Lotto,1-3-9-0,10/9/2019,45672.00,17
4D Lotto,3-2-1-6,10/11/2019,32369.00,13
4D Lotto,7-8-3-5,10/14/2019,71477.00,11
4D Lotto,1-0-2-6,10/16/2019,10000.00,251
4D Lotto,9-3-2-6,10/18/2019,12704.00,40
4D Lotto,2-5-0-9,10/21/2019,42800.00,16
4D Lotto,5-9-7-7,10/23/2019,41255.00,16
4D Lotto,7-9-3-9,10/25/2019,58297.00,14
4D Lotto,7-9-3-9,10/25/2019,58297.00,14
4D Lotto,3-4-8-9,10/28/2019,50376.00,15
4D Lotto,9-5-1-7,10/30/2019,27656.00,16
4D Lotto,6-3-3-9,11/1/2019,60218.00,9
4D Lotto,9-3-8-1,11/4/2019,35627.00,24
4D Lotto,1-7-0-1,11/6/2019,33788.00,22
4D Lotto,6-6-7-6,11/8/2019,94883.00,9
4D Lotto,2-5-3-5,11/11/2019,17174.00,45
4D Lotto,1-2-6-2,11/13/2019,18320.00,43
4D Lotto,7-0-1-3,11/15/2019,15131.00,27
4D Lotto,2-8-0-3,11/18/2019,25370.00,32
4D Lotto,4-0-4-3,11/20/2019,27863.00,31
4D Lotto,2-6-9-9,11/22/2019,60284.00,14
4D Lotto,7-1-1-9,11/25/2019,10000.00,35
4D Lotto,4-1-9-8,11/27/2019,57282.00,14
4D Lotto,3-1-7-7,11/29/2019,44318.00,16
4D Lotto,8-6-2-7,12/2/2019,16335.00,26
4D Lotto,7-2-8-2,12/4/2019,41683.00,20
4D Lotto,4-9-6-3,12/6/2019,28398.00,25
4D Lotto,2-6-7-7,12/9/2019,69057.00,11
4D Lotto,3-6-8-9,12/11/2019,78881.00,10
4D Lotto,0-4-1-1,12/13/2019,10000.00,68
4D Lotto,7-8-4-7,12/16/2019,56549.00,14
4D Lotto,9-5-1-5,12/18/2019,54269.00,10
4D Lotto,2-2-0-3,12/20/2019,21288.00,37
4D Lotto,0-0-3-5,12/23/2019,67112.00,12
4D Lotto,6-6-4-1,12/27/2019,102680.00,9
4D Lotto,4-7-4-5,12/30/2019,38876.00,22
4D Lotto,8-2-6-4,1/3/2020,88098.00,9
4D Lotto,4-0-8-4,1/6/2020,24822.00,35
4D Lotto,6-8-1-7,1/8/2020,10000.00,54
4D Lotto,4-8-9-4,1/10/2020,87419.00,10
4D Lotto,8-4-0-9,1/13/2020,57470.00,12
4D Lotto,1-1-6-1,1/15/2020,14276.00,51
4D Lotto,0-7-5-2,1/17/2020,40157.00,17
4D Lotto,4-3-4-6,1/20/2020,132730.00,6
4D Lotto,9-8-8-6,1/22/2020,54383.00,16
4D Lotto,2-4-0-9,1/24/2020,21175.00,38
4D Lotto,3-5-2-7,1/27/2020,10000.00,38
4D Lotto,7-2-9-9,1/29/2020,34695.00,23
4D Lotto,7-0-2-6,1/31/2020,12018.00,34
4D Lotto,4-7-9-6,2/3/2020,70082.00,13
4D Lotto,3-5-1-0,2/5/2020,10000.00,44
4D Lotto,8-7-1-5,2/7/2020,34777.00,16
4D Lotto,2-1-3-6,2/10/2020,24424.00,32
4D Lotto,1-1-6-2,2/12/2020,15896.00,44
4D Lotto,7-2-0-7,2/14/2020,90797.00,7
4D Lotto,2-0-4-0,2/17/2020,13101.00,59
4D Lotto,9-5-7-3,2/19/2020,159804.00,5
4D Lotto,7-3-0-7,2/21/2020,43317.00,19
4D Lotto,0-7-9-7,2/24/2020,78008.00,12
4D Lotto,2-7-1-7,2/26/2020,10000.00,94
4D Lotto,5-6-6-4,2/28/2020,14862.00,56
4D Lotto,3-3-4-9,3/2/2020,32032.00,24
4D Lotto,0-6-1-7,3/4/2020,13167.00,30
4D Lotto,0-9-4-3,3/6/2020,40243.00,21
4D Lotto,3-5-0-1,3/9/2020,27702.00,24
4D Lotto,4-6-3-8,3/11/2020,51213.00,15
4D Lotto,7-3-3-7,3/13/2020,41778.00,16
4D Lotto,4-2-1-4,3/16/2020,17076.00,17
4D Lotto,6-9-7-3,3/18/2020,0.00,0
4D Lotto,3-5-7-8,3/20/2020,0.00,0
4D Lotto,2-5-5-4,3/23/2020,0.00,0
4D Lotto,5-8-8-1,3/25/2020,0.00,0
4D Lotto,7-2-9-0,3/27/2020,0.00,0
4D Lotto,1-2-7-6,3/30/2020,0.00,0
4D Lotto,9-1-4-4,1/8/2021,30412.00,6
4D Lotto,5-7-8-1,1/11/2021,51046.00,9
4D Lotto,9-8-6-1,1/13/2021,77898.00,6
4D Lotto,8-7-3-5,1/15/2021,17246.00,30
4D Lotto,1-5-1-5,1/18/2021,10000.00,84
4D Lotto,4-9-3-6,1/20/2021,22538.00,22
4D Lotto,9-2-7-4,1/22/2021,26587.00,21
4D Lotto,5-6-8-6,1/25/2021,157341.00,4
4D Lotto,0-5-0-2,1/27/2021,54787.00,10
4D Lotto,3-3-0-2,1/29/2021,81809.00,7
4D Lotto,8-8-8-0,2/1/2021,21306.00,29
4D Lotto,3-0-4-2,2/3/2021,49525.00,11
4D Lotto,8-0-4-1,2/5/2021,35596.00,18
4D Lotto,8-2-7-7,2/8/2021,24832.00,21
4D Lotto,6-1-5-5,2/10/2021,15423.00,28
4D Lotto,3-3-3-8,2/12/2021,22893.00,26
4D Lotto,4-4-9-9,2/15/2021,24024.00,26
4D Lotto,3-8-9-4,2/17/2021,134156.00,5
4D Lotto,4-0-1-8,2/19/2021,12980.00,22
4D Lotto,8-0-4-8,2/22/2021,67981.00,9
4D Lotto,5-4-2-1,2/24/2021,10000.00,25
4D Lotto,3-5-6-9,2/26/2021,18646.00,35
4D Lotto,1-0-1-5,3/1/2021,10000.00,90
4D Lotto,0-9-3-6,3/3/2021,27757.00,22
4D Lotto,3-7-4-5,3/5/2021,27397.00,19
4D Lotto,7-1-5-7,3/8/2021,32771.00,19
4D Lotto,0-6-2-2,3/10/2021,10000.00,41
4D Lotto,1-2-8-5,3/12/2021,29776.00,23
4D Lotto,6-0-2-6,3/15/2021,26256.00,12
4D Lotto,8-5-2-8,3/17/2021,30921.00,9
4D Lotto,2-3-0-6,3/19/2021,15097.00,33
4D Lotto,3-3-4-9,3/22/2021,31358.00,18
4D Lotto,0-1-8-2,3/24/2021,55885.00,11
4D Lotto,1-1-8-1,3/26/2021,40674.00,15
4D Lotto,4-5-6-3,3/29/2021,0.00,0
4D Lotto,4-0-0-5,3/31/2021,31777.00,3
4D Lotto,8-3-2-5,4/5/2021,30967.00,2
4D Lotto,3-7-0-0,4/7/2021,10000.00,12
4D Lotto,7-3-6-6,4/9/2021,48307.00,4
4D Lotto,6-5-8-7,4/12/2021,26898.00,5
4D Lotto,4-7-6-9,4/14/2021,47336.00,4
4D Lotto,1-5-3-1,4/16/2021,10000.00,19
4D Lotto,8-0-2-9,4/19/2021,0.00,0
4D Lotto,8-8-2-6,4/21/2021,111793.00,1
4D Lotto,0-3-6-9,4/23/2021,192608.00,1
4D Lotto,5-4-0-8,4/26/2021,24740.00,7
4D Lotto,7-4-7-7,4/28/2021,27712.00,6
4D Lotto,9-8-7-0,4/30/2021,0.00,0
4D Lotto,0-5-9-2,5/3/2021,46579.00,5
4D Lotto,4-1-4-1,5/5/2021,46785.00,4
4D Lotto,9-8-7-0,5/7/2021,43529.00,5
4D Lotto,8-6-0-1,5/10/2021,41119.00,4
4D Lotto,3-4-7-9,5/12/2021,95160.00,2
4D Lotto,8-9-2-4,5/14/2021,16923.00,9
4D Lotto,6-0-6-5,5/17/2021,21563.00,19
4D Lotto,4-3-6-1,5/19/2021,90621.00,5
4D Lotto,1-0-3-0,5/21/2021,10000.00,92
4D Lotto,9-9-3-9,5/24/2021,25559.00,19
4D Lotto,7-0-7-6,5/26/2021,104751.00,5
4D Lotto,7-0-0-3,5/28/2021,18840.00,21
4D Lotto,1-5-1-3,5/31/2021,10000.00,42
4D Lotto,8-4-6-1,6/2/2021,156997.00,3
4D Lotto,3-2-1-2,6/4/2021,10000.00,22
4D Lotto,8-4-1-5,6/7/2021,47104.00,6
4D Lotto,3-2-2-8,6/9/2021,12689.00,16
4D Lotto,6-1-4-9,6/11/2021,42850.00,12
4D Lotto,6-7-1-0,6/14/2021,10000.00,30
4D Lotto,2-3-0-4,6/16/2021,44618.00,12
4D Lotto,1-2-9-0,6/18/2021,43754.00,13
4D Lotto,9-7-5-7,6/21/2021,120588.00,4
4D Lotto,0-7-6-2,6/23/2021,64829.00,8
4D Lotto,6-5-3-1,6/25/2021,17307.00,22
4D Lotto,4-0-3-1,6/28/2021,47759.00,8
4D Lotto,3-1-9-4,6/30/2021,58117.00,10
4D Lotto,0-4-8-1,7/2/2021,86552.00,7
4D Lotto,5-0-3-7,7/5/2021,56937.00,10
4D Lotto,2-8-0-2,7/7/2021,21255.00,26
4D Lotto,8-4-3-0,7/9/2021,16089.00,17
4D Lotto,9-3-2-4,7/12/2021,25760.00,15
4D Lotto,9-2-2-8,7/14/2021,23495.00,7
4D Lotto,8-5-4-2,7/16/2021,97129.00,7
4D Lotto,8-9-3-7,7/19/2021,107024.00,6
4D Lotto,1-8-6-2,7/21/2021,32831.00,18
4D Lotto,8-1-7-3,7/23/2021,33832.00,18
4D Lotto,5-6-1-5,7/26/2021,18767.00,18
4D Lotto,8-8-0-2,7/28/2021,85062.00,6
4D Lotto,8-0-0-6,7/30/2021,283693.00,2
4D Lotto,2-6-5-0,8/2/2021,12900.00,48
4D Lotto,7-6-5-5,8/4/2021,139491.00,4
4D Lotto,1-0-1-5,8/6/2021,10000.00,88
4D Lotto,0-0-4-0,8/9/2021,34377.00,8
4D Lotto,0-1-2-8,8/11/2021,10000.00,39
4D Lotto,2-1-2-7,8/13/2021,13536.00,15
4D Lotto,8-8-0-7,8/16/2021,75839.00,4
4D Lotto,3-8-8-7,8/18/2021,21928.00,16
4D Lotto,6-5-3-6,8/20/2021,49566.00,7
4D Lotto,2-3-5-2,8/23/2021,32384.00,18
4D Lotto,6-5-0-3,8/25/2021,40181.00,14
4D Lotto,3-4-7-4,8/27/2021,35872.00,16
4D Lotto,2-6-2-3,8/30/2021,17860.00,24
4D Lotto,3-1-1-6,9/1/2021,14844.00,27
4D Lotto,6-9-8-3,9/3/2021,64209.00,10
4D Lotto,8-2-8-6,9/6/2021,134806.00,5
4D Lotto,9-7-4-3,9/8/2021,34818.00,17
4D Lotto,3-6-5-5,9/10/2021,51397.00,9
4D Lotto,4-5-4-6,9/13/2021,21344.00,29
4D Lotto,8-3-5-9,9/15/2021,48250.00,12
4D Lotto,7-6-8-6,9/17/2021,36003.00,19
4D Lotto,5-5-1-6,9/20/2021,23153.00,20
4D Lotto,0-6-5-7,9/22/2021,60884.00,9
4D Lotto,6-8-0-4,9/24/2021,68475.00,9
4D Lotto,3-4-3-3,9/27/2021,31031.00,21
4D Lotto,1-2-2-8,9/29/2021,10000.00,119
4D Lotto,7-3-5-1,10/1/2021,49674.00,13
4D Lotto,4-2-9-5,10/4/2021,71949.00,10
4D Lotto,5-1-6-7,10/6/2021,16963.00,36
4D Lotto,4-9-6-9,10/8/2021,16228.00,37
4D Lotto,6-7-1-9,10/11/2021,51933.00,9
4D Lotto,6-7-5-4,10/13/2021,14583.00,44
4D Lotto,8-7-0-1,10/15/2021,39408.00,15
4D Lotto,2-9-7-6,10/18/2021,40227.00,16
4D Lotto,1-6-8-6,10/20/2021,178941.00,4
4D Lotto,9-4-5-3,10/22/2021,89465.00,8
4D Lotto,5-3-0-4,10/25/2021,15310.00,36
4D Lotto,4-4-4-8,10/27/2021,34023.00,17
4D Lotto,0-7-5-7,10/29/2021,56780.00,11
4D Lotto,0-7-5-7,10/29/2021,56780.00,11
4D Lotto,6-5-5-5,11/1/2021,27968.00,13
4D Lotto,3-0-5-5,11/3/2021,26650.00,22
4D Lotto,5-9-1-9,11/5/2021,11855.00,32
4D Lotto,3-0-1-7,11/8/2021,10000.00,40
4D Lotto,9-2-1-9,11/10/2021,37068.00,8
4D Lotto,3-2-4-2,11/12/2021,80582.00,9
4D Lotto,9-8-9-3,11/15/2021,163860.00,5
4D Lotto,2-0-0-3,11/17/2021,10000.00,69
4D Lotto,7-1-9-7,11/19/2021,41201.00,20
4D Lotto,8-9-8-7,11/22/2021,28310.00,24
4D Lotto,8-9-5-4,11/24/2021,38337.00,15
4D Lotto,3-8-8-5,11/26/2021,68341.00,11
4D Lotto,1-0-4-2,11/29/2021,13450.00,55
4D Lotto,0-5-0-5,12/1/2021,21268.00,30
4D Lotto,2-1-6-0,12/3/2021,16611.00,40
4D Lotto,4-6-4-9,12/6/2021,31988.00,25
4D Lotto,8-9-0-8,12/8/2021,10000.00,33
4D Lotto,1-2-2-2,12/10/2021,10000.00,209
4D Lotto,2-6-7-1,12/13/2021,46232.00,17
4D Lotto,9-7-2-5,12/15/2021,29938.00,10
4D Lotto,1-0-7-4,12/17/2021,28937.00,22
4D Lotto,4-5-9-7,12/20/2021,30381.00,28
4D Lotto,3-3-6-2,12/22/2021,61109.00,12
4D Lotto,2-1-8-7,12/24/2021,34243.00,16
4D Lotto,9-7-8-9,12/27/2021,52333.00,15
4D Lotto,8-7-7-7,12/29/2021,18818.00,27
4D Lotto,7-2-3-4,12/31/2021,27955.00,18
4D Lotto,2-9-4-2,1/3/2022,94168.00,8
4D Lotto,4-8-1-0,1/5/2022,15717.00,18
4D Lotto,5-4-8-7,1/7/2022,42447.00,18
4D Lotto,3-9-5-1,1/10/2022,29285.00,18
4D Lotto,5-6-5-9,1/12/2022,27636.00,7
4D Lotto,2-2-0-9,1/14/2022,12216.00,43
4D Lotto,9-5-0-4,1/17/2022,88778.00,8
4D Lotto,4-2-5-4,1/19/2022,22602.00,29
4D Lotto,6-4-0-3,1/21/2022,33711.00,22
4D Lotto,4-2-6-3,1/24/2022,20948.00,33
4D Lotto,3-5-6-6,1/26/2022,75133.00,8
4D Lotto,6-8-3-1,1/28/2022,20660.00,20
4D Lotto,1-7-8-4,1/31/2022,19288.00,43
4D Lotto,3-3-8-3,2/2/2022,44015.00,19
4D Lotto,9-9-4-1,2/4/2022,155282.00,5
4D Lotto,5-7-4-3,2/7/2022,74577.00,10
4D Lotto,2-3-5-0,2/9/2022,36078.00,19
4D Lotto,4-7-9-2,2/11/2022,20038.00,39
4D Lotto,0-2-8-3,2/14/2022,76811.00,10
4D Lotto,9-5-4-0,2/16/2022,44387.00,17
4D Lotto,6-2-1-4,2/18/2022,10000.00,33
4D Lotto,8-3-0-4,2/21/2022,123399.00,6
4D Lotto,0-9-1-7,2/23/2022,10000.00,89
4D Lotto,4-5-8-3,2/25/2022,86651.00,9
4D Lotto,8-7-1-8,2/28/2022,25795.00,17
4D Lotto,8-5-7-8,3/2/2022,66048.00,11
4D Lotto,5-3-8-0,3/4/2022,116717.00,7
4D Lotto,6-4-6-5,3/7/2022,24402.00,30
4D Lotto,9-3-4-9,3/9/2022,68652.00,9
4D Lotto,6-2-9-4,3/11/2022,62711.00,13
4D Lotto,4-5-6-5,3/14/2022,37550.00,16
4D Lotto,1-6-6-1,3/16/2022,10000.00,79
4D Lotto,4-8-6-7,3/18/2022,135689.00,5
4D Lotto,2-1-5-3,3/21/2022,14257.00,50
4D Lotto,9-8-3-4,3/23/2022,120699.00,6
4D Lotto,3-3-2-0,3/25/2022,17672.00,29
4D Lotto,1-9-8-4,3/28/2022,10000.00,102
4D Lotto,5-5-0-4,3/30/2022,30133.00,23
4D Lotto,1-8-8-5,4/1/2022,12938.00,62
4D Lotto,2-7-8-8,4/4/2022,27343.00,26
4D Lotto,9-1-8-0,4/6/2022,194448.00,4
4D Lotto,4-9-9-5,4/8/2022,62356.00,13
4D Lotto,7-3-3-4,4/11/2022,74160.00,10
4D Lotto,0-5-4-1,4/13/2022,60138.00,13
4D Lotto,5-2-8-2,4/18/2022,101152.00,8
4D Lotto,4-2-1-9,4/20/2022,10000.00,42
4D Lotto,6-1-5-6,4/22/2022,112525.00,6
4D Lotto,9-9-1-9,4/25/2022,30209.00,15
4D Lotto,0-4-6-9,4/27/2022,30691.00,22
4D Lotto,3-5-8-8,4/29/2022,29547.00,23
4D Lotto,9-0-3-2,5/2/2022,91492.00,9
4D Lotto,8-8-7-1,5/4/2022,146035.00,5
4D Lotto,7-8-4-4,5/6/2022,19992.00,36
4D Lotto,4-7-9-2,5/9/2022,23884.00,27
4D Lotto,3-0-3-1,5/11/2022,10000.00,69
4D Lotto,2-8-1-2,5/13/2022,10000.00,112
4D Lotto,0-6-7-2,5/16/2022,34728.00,21
4D Lotto,4-1-5-1,5/18/2022,50545.00,14
4D Lotto,1-5-6-2,5/20/2022,40370.00,18
4D Lotto,4-9-8-7,5/23/2022,42106.00,17
4D Lotto,2-8-3-6,5/25/2022,20776.00,38
4D Lotto,1-5-1-8,5/27/2022,10000.00,86
4D Lotto,5-4-7-9,5/30/2022,41246.00,19
4D Lotto,6-7-4-5,6/1/2022,33014.00,23
4D Lotto,8-6-3-8,6/3/2022,63704.00,12
4D Lotto,0-4-6-9,6/6/2022,141922.00,5
4D Lotto,0-5-7-6,6/8/2022,95196.00,8
4D Lotto,6-7-0-2,6/10/2022,67444.00,12
4D Lotto,0-9-6-3,6/13/2022,72059.00,9
4D Lotto,9-0-9-7,6/15/2022,55179.00,14
4D Lotto,4-7-4-6,6/17/2022,41824.00,19
4D Lotto,5-8-8-7,6/20/2022,45130.00,18
4D Lotto,9-0-1-7,6/22/2022,45178.00,7
4D Lotto,4-1-5-7,6/24/2022,61019.00,12
4D Lotto,0-3-1-8,6/27/2022,10000.00,62
4D Lotto,8-4-9-2,6/29/2022,38154.00,14
4D Lotto,1-9-1-0,7/1/2022,10000.00,65
4D Lotto,0-2-6-3,7/4/2022,60022.00,13
4D Lotto,1-6-8-8,7/6/2022,21326.00,36
4D Lotto,0-2-6-8,7/8/2022,42599.00,16
4D Lotto,5-7-2-5,7/11/2022,10000.00,45
4D Lotto,5-3-7-2,7/13/2022,44714.00,17
4D Lotto,0-1-2-0,7/15/2022,10000.00,75
4D Lotto,6-3-0-4,7/18/2022,20413.00,36
4D Lotto,4-7-0-0,7/20/2022,51633.00,14
4D Lotto,0-8-7-4,7/22/2022,101346.00,8
4D Lotto,8-5-9-4,7/25/2022,133496.00,7
4D Lotto,5-0-7-5,7/27/2022,55229.00,14
4D Lotto,1-7-6-4,7/29/2022,10000.00,81
4D Lotto,7-8-3-6,8/1/2022,57743.00,14
4D Lotto,2-8-0-7,8/3/2022,15256.00,47
4D Lotto,8-5-0-0,8/5/2022,10000.00,71
4D Lotto,0-8-1-3,8/8/2022,10000.00,154
4D Lotto,5-7-2-2,8/10/2022,14132.00,27
4D Lotto,0-4-2-0,8/12/2022,12447.00,49
4D Lotto,8-4-9-2,8/15/2022,37906.00,23
4D Lotto,9-4-8-0,8/17/2022,78799.00,10
4D Lotto,0-6-2-7,8/19/2022,10000.00,90
4D Lotto,0-4-1-8,8/22/2022,10000.00,85
4D Lotto,1-3-9-2,8/24/2022,58849.00,14
4D Lotto,2-3-8-4,8/26/2022,82188.00,10
4D Lotto,1-2-8-9,8/29/2022,14417.00,50
4D Lotto,2-0-2-1,8/31/2022,10000.00,120
4D Lotto,3-5-5-6,9/2/2022,73818.00,10
4D Lotto,5-1-0-4,9/5/2022,22733.00,31
4D Lotto,3-7-9-8,9/7/2022,32950.00,26
4D Lotto,8-5-7-7,9/9/2022,28310.00,28
4D Lotto,5-0-8-2,9/12/2022,180561.00,5
4D Lotto,1-0-7-5,9/14/2022,15366.00,53
4D Lotto,0-0-4-4,9/16/2022,27341.00,31
4D Lotto,9-7-6-8,9/19/2022,45058.00,18
4D Lotto,6-0-3-8,9/21/2022,46582.00,18
4D Lotto,7-6-1-4,9/23/2022,55181.00,10
4D Lotto,6-2-4-1,9/26/2022,36228.00,22
4D Lotto,5-8-3-6,9/28/2022,30955.00,22
4D Lotto,2-2-0-2,9/30/2022,15142.00,51
4D Lotto,0-6-4-2,10/3/2022,30679.00,26
4D Lotto,4-5-2-3,10/5/2022,25497.00,22
4D Lotto,2-7-1-6,10/7/2022,13215.00,40
4D Lotto,2-8-5-0,10/10/2022,22582.00,32
4D Lotto,0-1-3-7,10/12/2022,66873.00,11
4D Lotto,6-9-4-9,10/14/2022,67755.00,11
4D Lotto,1-9-6-8,10/17/2022,10000.00,154
4D Lotto,8-8-3-9,10/19/2022,177995.00,5
4D Lotto,9-7-7-5,10/21/2022,46428.00,17
4D Lotto,5-2-8-3,10/24/2022,16821.00,52
4D Lotto,0-3-6-4,10/26/2022,49419.00,15
4D Lotto,9-4-1-6,10/28/2022,48730.00,12
4D Lotto,8-4-1-0,10/31/2022,10000.00,28
4D Lotto,5-8-7-0,11/2/2022,98184.00,8
4D Lotto,4-1-8-9,11/4/2022,199999.00,4
4D Lotto,9-6-5-3,11/7/2022,50567.00,17
4D Lotto,9-6-0-8,11/9/2022,42115.00,14
4D Lotto,0-1-9-4,11/11/2022,83960.00,11
4D Lotto,4-0-6-5,11/14/2022,27600.00,28
4D Lotto,6-3-1-7,11/16/2022,10000.00,40
4D Lotto,9-8-1-8,11/18/2022,10000.00,20
4D Lotto,5-5-6-3,11/21/2022,58443.00,14
4D Lotto,9-0-6-3,11/23/2022,32523.00,25
4D Lotto,7-0-2-6,11/25/2022,16502.00,18
4D Lotto,5-7-3-7,11/28/2022,77552.00,11
4D Lotto,8-8-2-1,11/30/2022,16925.00,30
4D Lotto,8-2-0-2,12/2/2022,30566.00,16
4D Lotto,2-5-9-5,12/5/2022,41120.00,22
4D Lotto,2-7-9-8,12/7/2022,114848.00,8
4D Lotto,7-7-9-0,12/9/2022,93632.00,10
4D Lotto,8-6-1-7,12/12/2022,29949.00,16
4D Lotto,2-1-3-2,12/14/2022,23651.00,39
4D Lotto,9-9-0-0,12/16/2022,25009.00,38
